,Unnamed: 0,parl_id,syls,parly,gender,name,wikidataid,county,constituency,region,msp_type,office_held,year_born,age
212,213,1771,166104,2nd,F,Eleanor Scott,Q544686,,,Highlands and Islands,Region,The Deputy Presiding Officer,1951,70
213,214,1773,206398,2nd,F,Fiona Hyslop,Q1418512,,,Lothians,Region,,1964,57
214,215,1778,80721,2nd,F,Helen Eadie,Q1396732,Fife,Dunfermline East,Mid Scotland and Fife,Constituency,,1947,74
215,216,1782,72202,2nd,F,Irene Oldfather,Q1672558,North Ayrshire,Cunninghame South,South of Scotland,Constituency,,1954,67
216,217,1783,109057,2nd,F,Jackie Baillie,Q544729,West Dunbartonshire,Dumbarton,West of Scotland,Constituency,,1964,57
217,218,1791,47459,2nd,F,Janis Hughes,Q780646,Glasgow City,Glasgow Rutherglen,Glasgow,Constituency,,1958,63
218,219,1803,83553,2nd,F,Karen Gillon,Q1729243,South Lanarkshire,Clydesdale,South of Scotland,Constituency,,1967,54
219,220,1805,111866,2nd,F,Karen Whitefield,Q1344022,North Lanarkshire,Airdrie and Shotts,Central Scotland,Constituency,,1970,51
220,221,1807,29869,2nd,F,Kate Maclean,Q1735695,Dundee City,Dundee West,North East Scotland,Constituency,,1958,63
221,222,1814,120389,2nd,F,Linda Fabiani,Q467097,,,Central Scotland,Region,,1956,65
222,223,1820,178912,2nd,F,Margaret Curran,Q291748,Glasgow City,Glasgow Baillieston,Glasgow,Constituency,The Minister for Communities,1958,63
223,224,1820,178912,2nd,F,Margaret Curran,Q291748,Glasgow City,Glasgow Baillieston,Glasgow,Constituency,The Minister for Parliamentary Business,1958,63
224,225,1821,53061,2nd,F,Margaret Ewing,Q333903,Moray,Moray,Highlands and Islands,Constituency,,1945,76
225,226,1823,39650,2nd,F,Margaret Jamieson,Q1894852,East Ayrshire,Kilmarnock and Loudoun,Central Scotland,Constituency,,1953,68
226,227,1826,128057,2nd,F,Margaret Smith,Q1894898,City of Edinburgh,Edinburgh West,Lothians,Constituency,,1961,60
227,228,1828,101909,2nd,F,Margo MacDonald,Q334376,,,Lothians,Region,,1943,78
228,229,1831,40911,2nd,F,Marlyn Glen,Q1285630,,,North East Scotland,Region,,1951,70
229,230,1832,49555,2nd,F,Marilyn Livingstone,Q1281543,Fife,Kirkcaldy,Mid Scotland and Fife,Constituency,The Ministerial Parliamentary Aide to the First Minister,1952,69
230,231,1832,49555,2nd,F,Marilyn Livingstone,Q1281543,Fife,Kirkcaldy,Mid Scotland and Fife,Constituency,,1952,69
231,232,1837,126964,2nd,F,Mary Mulligan,Q1267804,West Lothian,Linlithgow,Lothians,Constituency,The Deputy Minister for Communities,1960,61
232,233,1837,126964,2nd,F,Mary Mulligan,Q1267804,West Lothian,Linlithgow,Lothians,Constituency,,1960,61
233,234,1839,148335,2nd,F,Mary Scanlon,Q1906394,,,Highlands and Islands,Region,,1947,74
234,235,1840,149329,2nd,F,Maureen Macmillan,Q1300245,,,Highlands and Islands,Region,,1943,78
235,236,1841,28787,2nd,F,Maureen Watt,Q540381,,,North East Scotland,Region,,1951,70
236,237,1845,141357,2nd,F,Nanette Milne,Q6963426,,,North East Scotland,Region,,1942,79
237,238,1848,191483,2nd,F,Nicola Sturgeon,Q467112,,,Glasgow,Region,,1970,51
238,239,1850,139563,2nd,F,Nora Radcliffe,Q1996594,Aberdeenshire,Gordon,North East Scotland,Constituency,,1946,75
239,240,1853,163182,2nd,F,Patricia Ferguson,Q2057182,Glasgow City,Glasgow Maryhill,Glasgow,Constituency,The Minister for Parliamentary Business,1958,63
240,241,1853,163182,2nd,F,Patricia Ferguson,Q2057182,Glasgow City,Glasgow Maryhill,Glasgow,Constituency,"The Minister for Tourism, Culture and Sport",1958,63
241,242,1854,103792,2nd,F,Trish Godman,Q2057190,Renfrewshire,West Renfrewshire,West of Scotland,Constituency,The Deputy Presiding Officer,1939,82
242,243,1857,164313,2nd,F,Pauline McNeill,Q2063795,Glasgow City,Glasgow Kelvin,Glasgow,Constituency,,1962,59
243,244,1862,190568,2nd,F,Rhona Brankin,Q544064,Midlothian,Midlothian,Lothians,Constituency,,1950,71
244,245,1862,190568,2nd,F,Rhona Brankin,Q544064,Midlothian,Midlothian,Lothians,Constituency,The Deputy Minister for Health and Community Care,1950,71
245,246,1862,190568,2nd,F,Rhona Brankin,Q544064,Midlothian,Midlothian,Lothians,Constituency,The Deputy Minister for Environment and Rural Development,1950,71
246,247,1862,190568,2nd,F,Rhona Brankin,Q544064,Midlothian,Midlothian,Lothians,Constituency,The Minister for Communities,1950,71
247,248,1863,118129,2nd,F,Roseanna Cunningham,Q333953,Perth and Kinross,Perth,Mid Scotland and Fife,Constituency,,1951,70
248,249,1865,135049,2nd,F,Sandra White,Q466861,,,Glasgow,Region,,1951,70
249,250,1866,162465,2nd,F,Sarah Boyack,Q544089,City of Edinburgh,Edinburgh Central,Lothians,Constituency,,1961,60
250,251,1866,162465,2nd,F,Sarah Boyack,Q544089,City of Edinburgh,Edinburgh Central,Lothians,Constituency,The Deputy Minister for Environment and Rural Development,1961,60
251,252,1869,116555,2nd,F,Shiona Baird,Q1167157,,,North East Scotland,Region,,1946,75
252,253,1870,124075,2nd,F,Shona Robison,Q444675,Dundee City,Dundee East,North East Scotland,Constituency,,1966,55
253,254,1871,103728,2nd,F,Susan Deacon,Q544755,City of Edinburgh,Edinburgh East and Musselburgh,Lothians,Constituency,,1964,57
254,255,1873,86298,2nd,F,Sylvia Jackson,Q2374216,Stirling,Stirling,Mid Scotland and Fife,Constituency,,1946,75
255,256,1876,101139,2nd,F,Tricia Marwick,Q540435,,,Mid Scotland and Fife,Region,,1953,68
256,257,1877,60494,2nd,F,Wendy Alexander,Q511689,Renfrewshire,Paisley North,West of Scotland,Constituency,,1963,58
257,258,1882,85937,2nd,M,Adam Ingram,Q349826,,,South of Scotland,Region,,1951,70
258,259,1888,164920,2nd,M,Alasdair Morgan,Q662910,,,South of Scotland,Region,,1945,76
259,260,1889,75817,2nd,M,Alasdair Morrison,Q1669774,Na h-Eileanan Siar,Western Isles,Highlands and Islands,Constituency,,1968,53
260,261,1892,99639,2nd,M,Alex Fergusson,Q559046,Dumfries and Galloway,Galloway and Upper Nithsdale,South of Scotland,Constituency,,1949,72
261,262,1893,142249,2nd,M,Alex Johnstone,Q2641395,,,North East Scotland,Region,,1961,60
262,263,1894,147633,2nd,M,Alex Neil,Q1515752,,,Central Scotland,Region,,1951,70
263,264,1901,300672,2nd,M,Allan Wilson,Q2648077,North Ayrshire,Cunninghame North,West of Scotland,Constituency,The Deputy Minister for Environment and Rural Development,1954,67
264,265,1901,300672,2nd,M,Allan Wilson,Q2648077,North Ayrshire,Cunninghame North,West of Scotland,Constituency,The Deputy Minister for Enterprise and Lifelong Learning,1954,67
265,266,1906,44781,2nd,M,Andrew Welsh,Q334000,Angus,Angus,North East Scotland,Constituency,,1944,77
266,267,1908,281870,2nd,M,Andy Kerr,Q526409,South Lanarkshire,East Kilbride,Central Scotland,Constituency,The Minister for Finance and Public Services,1962,59
267,268,1908,281870,2nd,M,Andy Kerr,Q526409,South Lanarkshire,East Kilbride,Central Scotland,Constituency,The Minister for Health and Community Care,1962,59
268,269,1926,153471,2nd,M,Brian Adam,Q570298,Aberdeen City,Aberdeen North,North East Scotland,Constituency,,1948,73
269,270,1930,129743,2nd,M,Brian Monteith,Q912776,,,Mid Scotland and Fife,Region,,1958,63
270,271,1931,113499,2nd,M,Bristow Muldoon,Q917995,West Lothian,Livingston,Lothians,Constituency,,1964,57
271,272,1932,93870,2nd,M,Bruce Crawford,Q559391,,,Mid Scotland and Fife,Region,,1955,66
272,273,1944,90241,2nd,M,Chris Ballance,Q1076969,,,South of Scotland,Region,,1952,69
273,274,1956,252099,2nd,M,David Davidson,Q1174169,,,North East Scotland,Region,,1943,78
274,275,1961,157687,2nd,M,David McLetchie,Q1175613,City of Edinburgh,Edinburgh Pentlands,Lothians,Constituency,,1952,69
275,276,1962,53729,2nd,M,David Mundell,Q333520,,,South of Scotland,Region,,1962,59
276,277,1963,48020,2nd,M,Dave Petrie,Q1176111,,,Highlands and Islands,Region,,1946,75
277,278,1968,68070,2nd,M,Dennis Canavan,Q1189028,Falkirk,Falkirk West,Central Scotland,Constituency,,1942,79
278,279,1970,172031,2nd,M,Des McNulty,Q1200458,East Dunbartonshire,Clydebank and Milngavie,West of Scotland,Constituency,,1952,69
279,280,1970,172031,2nd,M,Des McNulty,Q1200458,East Dunbartonshire,Clydebank and Milngavie,West of Scotland,Constituency,The Deputy Minister for Communities,1952,69
280,281,1973,258153,2nd,M,Donald Gorrie,Q334137,,,Central Scotland,Region,,1933,88
281,282,1986,69964,2nd,M,Duncan McNeil,Q1265439,Inverclyde,Greenock and Inverclyde,West of Scotland,Constituency,,1950,71
282,283,1988,148018,2nd,M,Ted Brocklebank,Q2399744,,,Mid Scotland and Fife,Region,,1942,79
283,284,1990,196507,2nd,M,Euan Robson,Q1372069,Scottish Borders,Roxburgh and Berwickshire,South of Scotland,Constituency,The Deputy Minister for Education and Young People,1954,67
284,285,1990,196507,2nd,M,Euan Robson,Q1372069,Scottish Borders,Roxburgh and Berwickshire,South of Scotland,Constituency,,1954,67
285,286,1994,198629,2nd,M,Fergus Ewing,Q559022,Highland,"Inverness East, Nairn and Lochaber",Highlands and Islands,Constituency,,1957,64
286,287,1996,138498,2nd,M,Frank McAveety,Q1443752,Glasgow City,Glasgow Shettleston,Glasgow,Constituency,"The Minister for Tourism, Culture and Sport",1962,59
287,288,1996,138498,2nd,M,Frank McAveety,Q1443752,Glasgow City,Glasgow Shettleston,Glasgow,Constituency,,1962,59
288,289,2003,169151,2nd,M,George Lyon,Q956623,Argyll and Bute,Argyll and Bute,Highlands and Islands,Constituency,,1956,65
289,290,2003,169151,2nd,M,George Lyon,Q956623,Argyll and Bute,Argyll and Bute,Highlands and Islands,Constituency,"The Deputy Minister for Finance, Public Service Reform and Parliamentary Business",1956,65
290,291,2005,196256,2nd,M,George Reid,Q334480,Clackmannanshire,Ochil,Mid Scotland and Fife,Constituency,The Presiding Officer,1939,82
291,292,2013,31542,2nd,M,Gordon Jackson,Q1439561,Glasgow City,Glasgow Govan,Glasgow,Constituency,,1948,73
292,293,2029,291253,2nd,M,Hugh Henry,Q5931093,Renfrewshire,Paisley South,West of Scotland,Constituency,The Deputy Minister for Justice,1952,69
293,294,2029,291253,2nd,M,Hugh Henry,Q5931093,Renfrewshire,Paisley South,West of Scotland,Constituency,The Minister for Education and Young People,1952,69
294,295,2038,167217,2nd,M,Iain Smith,Q1655380,Fife,North East Fife,Mid Scotland and Fife,Constituency,,1960,61
295,296,2052,687105,2nd,M,Jack McConnell,Q132040,North Lanarkshire,Motherwell and Wishaw,Central Scotland,Constituency,,1960,61
296,297,2052,687105,2nd,M,Jack McConnell,Q132040,North Lanarkshire,Motherwell and Wishaw,Central Scotland,Constituency,The First Minister,1960,61
297,298,2056,151438,2nd,M,James Douglas-Hamilton,Q333795,,,Lothians,Region,,1942,79
298,299,2066,156059,2nd,M,Jamie McGrigor,Q1680794,,,Highlands and Islands,Region,,1949,72
299,300,2068,157725,2nd,M,Jamie Stone,Q1681420,Highland,"Caithness, Sutherland and Easter Ross",Highlands and Islands,Constituency,,1954,67
300,301,2074,163876,2nd,M,Jim Mather,Q1689144,,,Highlands and Islands,Region,,1947,74
301,302,2077,169441,2nd,M,Jim Wallace,Q333807,Orkney Islands,Orkney,Highlands and Islands,Constituency,,1954,67
302,303,2077,169441,2nd,M,Jim Wallace,Q333807,Orkney Islands,Orkney,Highlands and Islands,Constituency,The Deputy First Minister and Minister for Justice,1954,67
303,304,2077,169441,2nd,M,Jim Wallace,Q333807,Orkney Islands,Orkney,Highlands and Islands,Constituency,The Minister for Enterprise and Lifelong Learning,1954,67
304,305,2080,295759,2nd,F,Johann Lamont,Q544698,Glasgow City,Glasgow Pollok,Glasgow,Constituency,,1957,64
305,306,2080,295759,2nd,F,Johann Lamont,Q544698,Glasgow City,Glasgow Pollok,Glasgow,Constituency,The Deputy Minister for Communities,1957,64
306,307,2080,295759,2nd,F,Johann Lamont,Q544698,Glasgow City,Glasgow Pollok,Glasgow,Constituency,The Deputy Minister for Justice,1957,64
307,308,2085,67122,2nd,M,John Farquhar Munro,Q1225080,Perth and Kinross,"Ross, Skye and Inverness West",Highlands and Islands,Constituency,,1934,87
308,309,2098,223265,2nd,M,John Swinney,Q333811,Angus,North Tayside,Mid Scotland and Fife,Constituency,,1964,57
309,310,2100,88574,2nd,M,John Home Robertson,Q1700483,East Lothian,East Lothian,South of Scotland,Constituency,,1948,73
310,311,2106,38299,2nd,M,Keith Raffan,Q1738083,,,Mid Scotland and Fife,Region,,1949,72
311,312,2108,101860,2nd,M,Ken Macintosh,Q1738887,East Renfrewshire,Eastwood,West of Scotland,Constituency,,1962,59
312,313,2108,101860,2nd,M,Ken Macintosh,Q1738887,East Renfrewshire,Eastwood,West of Scotland,Constituency,The Ministerial Parliamentary Aide to the First Minister,1962,59
313,314,2112,242544,2nd,M,Kenny MacAskill,Q983174,,,Lothians,Region,,1958,63
314,315,2117,250806,2nd,M,Lewis Macdonald,Q1822125,Aberdeen City,Aberdeen Central,North East Scotland,Constituency,The Deputy Minister for Enterprise and Lifelong Learning,1957,64
315,316,2117,250806,2nd,M,Lewis Macdonald,Q1822125,Aberdeen City,Aberdeen Central,North East Scotland,Constituency,The Deputy Minister for Environment and Rural Development,1957,64
316,317,2117,250806,2nd,M,Lewis Macdonald,Q1822125,Aberdeen City,Aberdeen Central,North East Scotland,Constituency,The Deputy Minister for Health and Community Care,1957,64
317,318,2123,317399,2nd,M,Malcolm Chisholm,Q1886983,City of Edinburgh,Edinburgh North and Leith,Lothians,Constituency,The Minister for Health and Community Care,1949,72
318,319,2123,317399,2nd,M,Malcolm Chisholm,Q1886983,City of Edinburgh,Edinburgh North and Leith,Lothians,Constituency,The Minister for Communities,1949,72
319,320,2123,317399,2nd,M,Malcolm Chisholm,Q1886983,City of Edinburgh,Edinburgh North and Leith,Lothians,Constituency,,1949,72
320,321,2126,164648,2nd,M,Mark Ballard,Q1499393,,,Lothians,Region,,1971,50
321,322,2127,137205,2nd,M,Mark Ruskell,Q1900397,,,Mid Scotland and Fife,Region,,1972,49
322,323,2133,73413,2nd,M,Michael Matheson,Q121780,,,Central Scotland,Region,,1970,51
323,324,2134,55337,2nd,M,Michael McMahon,Q2439870,North Lanarkshire,Hamilton North and Bellshill,Central Scotland,Constituency,,1961,60
324,325,2140,160673,2nd,M,Mike Rumbles,Q1436381,Aberdeenshire,West Aberdeenshire and Kincardine,North East Scotland,Constituency,,1956,65
325,326,2142,36152,2nd,M,Mike Watson,Q1929744,Glasgow City,Glasgow Cathcart,Glasgow,Constituency,,1949,72
326,327,2148,133306,2nd,M,Murray Tosh,Q1953855,,,West of Scotland,Region,The Deputy Presiding Officer,1950,71
327,328,2154,199348,2nd,M,Nicol Stephen,Q333630,Aberdeen City,Aberdeen South,North East Scotland,Constituency,The Minister for Transport and Telecommunications,1960,61
328,329,2154,199348,2nd,M,Nicol Stephen,Q333630,Aberdeen City,Aberdeen South,North East Scotland,Constituency,The Minister for Enterprise and Lifelong Learning,1960,61
329,330,2159,55722,2nd,M,Paul Martin,Q2061163,Glasgow City,Glasgow Springburn,Glasgow,Constituency,The Ministerial Parliamentary Aide to the Lord Advocate,1967,54
330,331,2167,200052,2nd,M,Peter Peacock,Q2077496,,,Highlands and Islands,Region,The Minister for Education and Young People,1952,69
331,332,2167,200052,2nd,M,Peter Peacock,Q2077496,,,Highlands and Islands,Region,,1952,69
332,333,2172,139173,2nd,M,Phil Gallie,Q333800,,,South of Scotland,Region,,1939,82
333,334,2180,204099,2nd,M,Richard Lochhead,Q1490268,,,North East Scotland,Region,,1969,52
334,335,2180,204099,2nd,M,Richard Lochhead,Q1490268,Moray,Moray,Highlands and Islands,Constituency,,1969,52
335,336,2185,313740,2nd,M,Robert Brown,Q2156625,,,Glasgow,Region,,1947,74
336,337,2185,313740,2nd,M,Robert Brown,Q2156625,,,Glasgow,Region,The Deputy Minister for Education and Young People,1947,74
337,338,2188,140608,2nd,M,Robin Harper,Q202002,,,Lothians,Region,,1940,81
338,339,2201,55960,2nd,F,Rosie Kane,Q540340,,,Glasgow,Region,,1961,60
339,340,2202,216260,2nd,M,Ross Finnie,Q2167587,,,West of Scotland,Region,The Minister for Environment and Rural Development,1947,74
340,341,2207,108415,2nd,M,Scott Barrie,Q912525,Fife,Dunfermline West,Mid Scotland and Fife,Constituency,,1962,59
341,342,2215,282282,2nd,M,Stewart Stevenson,Q559613,Aberdeenshire,Banff and Buchan,North East Scotland,Constituency,,1946,75
342,343,2223,283992,2nd,M,Tavish Scott,Q1339371,Shetland Islands,Shetland,Highlands and Islands,Constituency,The Deputy Minister for Finance and Public Services,1966,55
343,344,2223,283992,2nd,M,Tavish Scott,Q1339371,Shetland Islands,Shetland,Highlands and Islands,Constituency,The Minister for Transport and Telecommunications,1966,55
344,345,2223,283992,2nd,M,Tavish Scott,Q1339371,Shetland Islands,Shetland,Highlands and Islands,Constituency,The Minister for Transport,1966,55
345,346,2225,152567,2nd,M,Tommy Sheridan,Q542330,,,Glasgow,Region,,1964,57
346,347,2228,247785,2nd,M,Tom McCabe,Q7816757,North Lanarkshire,Hamilton South,Central Scotland,Constituency,The Deputy Minister for Health and Community Care,1954,67
347,348,2228,247785,2nd,M,Tom McCabe,Q7816757,North Lanarkshire,Hamilton South,Central Scotland,Constituency,The Minister for Finance and Public Service Reform,1954,67
348,349,2234,180358,2nd,M,Bill Aitken,Q861907,,,Glasgow,Region,,1947,74
349,350,2247,78429,2nd,M,Andrew Arbuckle,Q503626,,,Mid Scotland and Fife,Region,,1944,77
350,351,2252,105856,2nd,M,Mike Pringle,Q1933434,City of Edinburgh,Edinburgh South,Lothians,Constituency,,1945,76
351,352,2345,83079,2nd,M,John Scott,Q1701702,North Ayrshire,Ayr,South of Scotland,Constituency,,1951,70
352,353,2364,88600,2nd,M,Bill Butler,Q861989,Glasgow City,Glasgow Anniesland,Glasgow,Constituency,,1956,65
353,354,2390,68995,2nd,F,Jean Turner,Q1685867,East Dunbartonshire,Strathkelvin and Bearsden,West of Scotland,Constituency,,1939,82
354,355,2394,251337,2nd,M,Murdo Fraser,Q1953630,,,Mid Scotland and Fife,Region,,1965,56
355,356,2596,65694,2nd,M,Derek Brownlee,Q1200005,,,South of Scotland,Region,,1974,47
356,357,2603,98296,2nd,M,Richard Baker,Q2149018,,,North East Scotland,Region,,1974,47
357,358,2665,123395,2nd,F,Rosemary Byrne,Q1439779,,,South of Scotland,Region,,1948,73
358,359,2675,164298,2nd,M,Rob Gibson,Q563410,,,Highlands and Islands,Region,,1945,76
359,360,2686,97443,2nd,M,John Swinburne,Q588571,,,Central Scotland,Region,,1930,91
360,361,2767,110104,2nd,F,Frances Curran,Q540408,,,West of Scotland,Region,,1961,60
361,362,2866,204688,2nd,M,Jeremy Purvis,Q1687620,Scottish Borders,"Tweeddale, Ettrick and Lauderdale",South of Scotland,Constituency,,1974,47
362,363,2876,137941,2nd,M,Stewart Maxwell,Q1710696,,,West of Scotland,Region,,1963,58
363,364,2877,140561,2nd,F,Christine May,Q1083700,Fife,Central Fife,Mid Scotland and Fife,Constituency,,1948,73
364,365,2892,200329,2nd,M,Patrick Harvie,Q2057654,,,Glasgow,Region,,1973,48
365,366,2902,159082,2nd,F,Carolyn Leckie,Q540424,,,Central Scotland,Region,,1965,56
366,367,2947,35782,2nd,M,Bruce McFee,Q991741,,,West of Scotland,Region,,1961,60
367,368,3004,165260,2nd,M,Colin Fox,Q1108455,,,Lothians,Region,,1959,62
368,369,3061,107444,2nd,F,Margaret Mitchell,Q1894872,,,Central Scotland,Region,,1952,69
369,370,3103,23238,2nd,M,Campbell Martin,Q1030471,,,West of Scotland,Region,,1960,61
370,371,3538,32405,2nd,M,Charlie Gordon,Q1064575,Glasgow City,Glasgow Cathcart,Glasgow,Constituency,,1951,70
371,372,1735,91590,3rd,F,Angela Constance,Q524077,West Lothian,Livingston,Lothians,Constituency,,1970,51
372,373,1735,91590,3rd,F,Angela Constance,Q524077,West Lothian,Livingston,Lothians,Constituency,The Minister for Skills and Lifelong Learning,1970,51
373,374,1741,96763,3rd,F,Annabel Goldie,Q544742,,,West of Scotland,Region,,1950,71
374,375,1751,90475,3rd,F,Cathie Craigie,Q544715,North Lanarkshire,Cumbernauld and Kilsyth,Central Scotland,Constituency,,1954,67
375,376,1752,117812,3rd,F,Cathy Jamieson,Q727460,East Ayrshire,"Carrick, Cumnock and Doon Valley",South of Scotland,Constituency,,1956,65
376,377,1754,56613,3rd,F,Cathy Peattie,Q1051152,Falkirk,Falkirk East,Central Scotland,Constituency,,1951,70
377,378,1756,171851,3rd,F,Christine Grahame,Q467108,,,South of Scotland,Region,,1944,77
378,379,1768,173386,3rd,F,Elaine Murray,Q1324826,Dumfries and Galloway,Dumfries,South of Scotland,Constituency,,1954,67
379,380,1769,77755,3rd,F,Elaine Smith,Q305347,North Lanarkshire,Coatbridge and Chryston,Central Scotland,Constituency,,1963,58
380,381,1773,356476,3rd,F,Fiona Hyslop,Q1418512,,,Lothians,Region,The Cabinet Secretary for Education and Lifelong Learning,1964,57
381,382,1773,356476,3rd,F,Fiona Hyslop,Q1418512,,,Lothians,Region,The Minister for Culture and External Affairs,1964,57
382,383,1778,147479,3rd,F,Helen Eadie,Q1396732,Fife,Dunfermline East,Mid Scotland and Fife,Constituency,,1947,74
383,384,1782,42081,3rd,F,Irene Oldfather,Q1672558,North Ayrshire,Cunninghame South,South of Scotland,Constituency,,1954,67
384,385,1783,147905,3rd,F,Jackie Baillie,Q544729,West Dunbartonshire,Dumbarton,West of Scotland,Constituency,,1964,57
385,386,1803,105076,3rd,F,Karen Gillon,Q1729243,South Lanarkshire,Clydesdale,South of Scotland,Constituency,,1967,54
386,387,1805,131500,3rd,F,Karen Whitefield,Q1344022,North Lanarkshire,Airdrie and Shotts,Central Scotland,Constituency,,1970,51
387,388,1814,208059,3rd,F,Linda Fabiani,Q467097,,,Central Scotland,Region,"The Minister for Europe, External Affairs and Culture",1956,65
388,389,1814,208059,3rd,F,Linda Fabiani,Q467097,,,Central Scotland,Region,,1956,65
389,390,1814,208059,3rd,F,Linda Fabiani,Q467097,,,Central Scotland,Region,,1956,65
390,391,1820,102725,3rd,F,Margaret Curran,Q291748,Glasgow City,Glasgow Baillieston,Glasgow,Constituency,,1958,63
391,392,1826,217360,3rd,F,Margaret Smith,Q1894898,City of Edinburgh,Edinburgh West,Lothians,Constituency,,1961,60
392,393,1828,115567,3rd,F,Margo MacDonald,Q334376,,,Lothians,Region,,1943,78
393,394,1831,57492,3rd,F,Marlyn Glen,Q1285630,,,North East Scotland,Region,,1951,70
394,395,1832,46746,3rd,F,Marilyn Livingstone,Q1281543,Fife,Kirkcaldy,Mid Scotland and Fife,Constituency,,1952,69
395,396,1837,142972,3rd,F,Mary Mulligan,Q1267804,West Lothian,Linlithgow,Lothians,Constituency,,1960,61
396,397,1839,201053,3rd,F,Mary Scanlon,Q1906394,,,Highlands and Islands,Region,,1947,74
397,398,1841,117080,3rd,F,Maureen Watt,Q540381,,,North East Scotland,Region,The Minister for Schools and Skills,1951,70
398,399,1841,117080,3rd,F,Maureen Watt,Q540381,,,North East Scotland,Region,,1951,70
399,400,1845,175444,3rd,F,Nanette Milne,Q6963426,,,North East Scotland,Region,,1942,79
400,401,1848,530084,3rd,F,Nicola Sturgeon,Q467112,Glasgow City,Glasgow Govan,Glasgow,Constituency,The Deputy First Minister and Cabinet Secretary for Health and Wellbeing,1970,51
401,402,1853,82363,3rd,F,Patricia Ferguson,Q2057182,Glasgow City,Glasgow Maryhill,Glasgow,Constituency,,1958,63
402,403,1854,51127,3rd,F,Trish Godman,Q2057190,Renfrewshire,West Renfrewshire,West of Scotland,Constituency,The Deputy Presiding Officer,1939,82
403,404,1857,179296,3rd,F,Pauline McNeill,Q2063795,Glasgow City,Glasgow Kelvin,Glasgow,Constituency,,1962,59
404,405,1857,179296,3rd,F,Pauline McNeill,Q2063795,Glasgow City,Glasgow Kelvin,Glasgow,Constituency,The Party Spokesperson on Culture,1962,59
405,406,1860,104076,3rd,F,Rhoda Grant,Q769138,,,Highlands and Islands,Region,,1963,58
406,407,1862,86166,3rd,F,Rhona Brankin,Q544064,Midlothian,Midlothian,Lothians,Constituency,,1950,71
407,408,1863,177364,3rd,F,Roseanna Cunningham,Q333953,Perth and Kinross,Perth,Mid Scotland and Fife,Constituency,,1951,70
408,409,1863,177364,3rd,F,Roseanna Cunningham,Q333953,Perth and Kinross,Perth,Mid Scotland and Fife,Constituency,The Minister for Environment,1951,70
409,410,1863,177364,3rd,F,Roseanna Cunningham,Q333953,Perth and Kinross,Perth,Mid Scotland and Fife,Constituency,The Minister for the Environment and Climate Change,1951,70
410,411,1865,114593,3rd,F,Sandra White,Q466861,,,Glasgow,Region,,1951,70
411,412,1866,204652,3rd,F,Sarah Boyack,Q544089,City of Edinburgh,Edinburgh Central,Lothians,Constituency,,1961,60
412,413,1870,338266,3rd,F,Shona Robison,Q444675,Dundee City,Dundee East,North East Scotland,Constituency,The Minister for Public Health,1966,55
413,414,1870,338266,3rd,F,Shona Robison,Q444675,Dundee City,Dundee East,North East Scotland,Constituency,The Minister for Public Health and Sport,1966,55
414,415,1876,72346,3rd,F,Tricia Marwick,Q540435,Fife,Central Fife,Mid Scotland and Fife,Constituency,,1953,68
415,416,1877,82155,3rd,F,Wendy Alexander,Q511689,Renfrewshire,Paisley North,West of Scotland,Constituency,,1963,58
416,417,1882,143633,3rd,M,Adam Ingram,Q349826,,,South of Scotland,Region,The Minister for Children and Early Years,1951,70
417,418,1888,63376,3rd,M,Alasdair Morgan,Q662910,,,South of Scotland,Region,The Deputy Presiding Officer,1945,76
418,419,1892,556778,3rd,M,Alex Fergusson,Q559046,Dumfries and Galloway,Galloway and Upper Nithsdale,South of Scotland,Constituency,The Presiding Officer,1949,72
419,420,1893,145233,3rd,M,Alex Johnstone,Q2641395,,,North East Scotland,Region,,1961,60
420,421,1894,219450,3rd,M,Alex Neil,Q1515752,,,Central Scotland,Region,,1951,70
421,422,1894,219450,3rd,M,Alex Neil,Q1515752,,,Central Scotland,Region,The Minister for Housing and Communities,1951,70
422,423,1895,702410,3rd,M,Alex Salmond,Q10652,Aberdeenshire,Gordon,North East Scotland,Constituency,,1954,67
423,424,1895,702410,3rd,M,Alex Salmond,Q10652,Aberdeenshire,Gordon,North East Scotland,Constituency,The First Minister,1954,67
424,425,1906,42264,3rd,M,Andrew Welsh,Q334000,Angus,Angus,North East Scotland,Constituency,,1944,77
425,426,1908,151069,3rd,M,Andy Kerr,Q526409,South Lanarkshire,East Kilbride,Central Scotland,Constituency,,1962,59
426,427,1908,151069,3rd,M,Andy Kerr,Q526409,South Lanarkshire,East Kilbride,Central Scotland,Constituency,The Party Spokesperson on Economy,1962,59
427,428,1915,8117,3rd,M,Bashir Ahmad,Q809971,,,Glasgow,Region,,1940,81
428,429,1921,80849,3rd,M,Bill Wilson,Q862664,,,West of Scotland,Region,,1963,58
429,430,1926,49507,3rd,M,Brian Adam,Q570298,Aberdeen City,Aberdeen North,North East Scotland,Constituency,,1948,73
430,431,1932,100327,3rd,M,Bruce Crawford,Q559391,Stirling,Stirling,Mid Scotland and Fife,Constituency,The Minister for Parliamentary Business,1955,66
431,432,1961,169526,3rd,M,David McLetchie,Q1175613,City of Edinburgh,Edinburgh Pentlands,Lothians,Constituency,,1952,69
432,433,1970,213947,3rd,M,Des McNulty,Q1200458,East Dunbartonshire,Clydebank and Milngavie,West of Scotland,Constituency,,1952,69
